"Gene","Tissue","Psychiatric.disorder","Method","Nsnp","Beta","SE","OR","P.value","Q_Pvalue.MREgger.","Q_Pvalue.IVW.","P.value.Intercept.","PPH4"
"CD3EAP","Stem-cell-iPSC","ANX","Wald ratio",1,0.023,0.075,1.024,0.753,NA,NA,NA,0.013339535
"PROSC","Stem-cell-iPSC","ANX","Wald ratio",1,-0.044,0.141,0.957,0.754,NA,NA,NA,0.003336317
"LCLAT1","Stem-cell-iPSC","ANX","Wald ratio",1,0.024,0.076,1.024,0.754,NA,NA,NA,0.002695626
"FBLIM1","Stem-cell-iPSC","ANX","Wald ratio",1,-0.026,0.082,0.975,0.756,NA,NA,NA,0.020599683
"KHK","Stem-cell-iPSC","ANX","Wald ratio",1,-0.014,0.046,0.986,0.764,NA,NA,NA,0.009812632
"BCR","Stem-cell-iPSC","ALZ","Wald ratio",1,0.009,0.029,1.009,0.764,NA,NA,NA,0.002618859
"SYDE1","Stem-cell-iPSC","ANX","Wald ratio",1,0.024,0.082,1.025,0.767,NA,NA,NA,0.000612239
"TIMELESS","Stem-cell-iPSC","ANX","Wald ratio",1,-0.026,0.088,0.974,0.768,NA,NA,NA,0.000680196
"KLHDC7A","Stem-cell-iPSC","ANX","Wald ratio",1,0.014,0.049,1.014,0.77,NA,NA,NA,0.001420042
"RTFDC1","Stem-cell-iPSC","ANX","Wald ratio",1,-0.026,0.09,0.974,0.772,NA,NA,NA,0.005769891
"NSFL1C","Stem-cell-iPSC","ANX","Wald ratio",1,-0.02,0.068,0.981,0.775,NA,NA,NA,0.011249936
"EXOSC6","Stem-cell-iPSC","ANX","Wald ratio",1,0.023,0.081,1.024,0.775,NA,NA,NA,0.00287933
"CPPED1","Stem-cell-iPSC","ANX","Wald ratio",1,0.028,0.096,1.028,0.775,NA,NA,NA,0.008794374
"TLDC1","Stem-cell-iPSC","ANX","Wald ratio",1,0.018,0.065,1.018,0.784,NA,NA,NA,0.000901641
"CBWD1","Stem-cell-iPSC","ANX","Wald ratio",1,0.02,0.075,1.021,0.785,NA,NA,NA,0.029887697
"KIF14","Stem-cell-iPSC","ALZ","Wald ratio",1,0.008,0.031,1.008,0.787,NA,NA,NA,0.002618859
"ETHE1","Stem-cell-iPSC","ANX","Wald ratio",1,0.01,0.039,1.01,0.789,NA,NA,NA,0.017741565
"IDO1","Stem-cell-iPSC","ANX","Wald ratio",1,0.022,0.084,1.023,0.792,NA,NA,NA,0.000253099
"LARS2","Stem-cell-iPSC","ANX","Wald ratio",1,-0.011,0.041,0.989,0.798,NA,NA,NA,0.013961463
"PNMAL1","Stem-cell-iPSC","ANX","Wald ratio",1,-0.015,0.059,0.985,0.798,NA,NA,NA,0.0148146
"NQO1","Stem-cell-iPSC","ANX","Wald ratio",1,0.007,0.029,1.008,0.799,NA,NA,NA,0.018422162
"NAT10","Stem-cell-iPSC","ANX","Wald ratio",1,0.024,0.093,1.024,0.8,NA,NA,NA,0.004305267
"CHTF18","Stem-cell-iPSC","ANX","Wald ratio",1,0.011,0.045,1.011,0.802,NA,NA,NA,0.021979836
"EARS2","Stem-cell-iPSC","ANX","Wald ratio",1,-0.013,0.055,0.987,0.809,NA,NA,NA,0.003690722
"PGM2","Stem-cell-iPSC","ANX","Wald ratio",1,-0.019,0.081,0.981,0.811,NA,NA,NA,0.01629212
"SLC25A1","Stem-cell-iPSC","ANX","Wald ratio",1,-0.026,0.109,0.974,0.812,NA,NA,NA,0.001003766
"CRYZ","Stem-cell-iPSC","ANX","Wald ratio",1,-0.007,0.029,0.993,0.819,NA,NA,NA,0.015040063
"ALPL","Stem-cell-iPSC","ANX","Wald ratio",1,-0.014,0.062,0.986,0.823,NA,NA,NA,0.000552932
"PSMD5","Stem-cell-iPSC","ANX","Wald ratio",1,-0.015,0.07,0.985,0.827,NA,NA,NA,0.001917201
"SCG3","Stem-cell-iPSC","ANX","Wald ratio",1,-0.01,0.045,0.99,0.83,NA,NA,NA,3.81e-05
"TRMT61B","Stem-cell-iPSC","ANX","Wald ratio",1,-0.009,0.041,0.992,0.834,NA,NA,NA,0.014737749
"NFU1","Stem-cell-iPSC","ANX","Wald ratio",1,0.01,0.046,1.01,0.834,NA,NA,NA,0.013378964
"SLFN13","Stem-cell-iPSC","ANX","Wald ratio",1,0.01,0.05,1.01,0.836,NA,NA,NA,0.015782417
"UQCR10","Stem-cell-iPSC","ANX","Wald ratio",1,-0.024,0.114,0.977,0.836,NA,NA,NA,0.038552389
"ETFDH","Stem-cell-iPSC","ANX","Wald ratio",1,0.009,0.043,1.009,0.836,NA,NA,NA,0.00632659
"CYB5R2","Stem-cell-iPSC","ANX","Wald ratio",1,-0.017,0.084,0.983,0.837,NA,NA,NA,0.014480461
"MLH1","Stem-cell-iPSC","ANX","Wald ratio",1,-0.016,0.083,0.984,0.843,NA,NA,NA,0.000606221
"DHRS1","Stem-cell-iPSC","ANX","Wald ratio",1,0.007,0.034,1.007,0.843,NA,NA,NA,0.026033326
"SURF1","Stem-cell-iPSC","ANX","Wald ratio",1,0.009,0.046,1.009,0.85,NA,NA,NA,0.014178233
"PLD2","Stem-cell-iPSC","ANX","Wald ratio",1,-0.013,0.07,0.987,0.85,NA,NA,NA,0.002855053
"SPTBN1","Stem-cell-iPSC","ANX","Wald ratio",1,-0.015,0.078,0.986,0.851,NA,NA,NA,0.0141386
"GSTP1","Stem-cell-iPSC","ANX","Wald ratio",1,-0.021,0.111,0.98,0.852,NA,NA,NA,0.000715821
"DIP2B","Stem-cell-iPSC","ANX","Wald ratio",1,0.009,0.049,1.009,0.852,NA,NA,NA,0.015863656
"ARID3B","Stem-cell-iPSC","ANX","Wald ratio",1,0.009,0.049,1.009,0.854,NA,NA,NA,0.021583583
"CCDC97","Stem-cell-iPSC","ANX","Wald ratio",1,-0.017,0.096,0.983,0.857,NA,NA,NA,0.00163741
"ATG3","Stem-cell-iPSC","ANX","Wald ratio",1,-0.026,0.147,0.974,0.857,NA,NA,NA,0.000422905
"GSS","Stem-cell-iPSC","ANX","Wald ratio",1,-0.01,0.059,0.99,0.861,NA,NA,NA,0.016349175
"THUMPD1","Stem-cell-iPSC","ANX","Wald ratio",1,-0.011,0.061,0.989,0.862,NA,NA,NA,0.018628009
"TRIM5","Stem-cell-iPSC","ANX","Wald ratio",1,0.016,0.094,1.016,0.865,NA,NA,NA,0.000109111
"CHCHD2","Stem-cell-iPSC","ANX","Wald ratio",1,-0.007,0.043,0.993,0.865,NA,NA,NA,0.004339377
"LRPPRC","Stem-cell-iPSC","ANX","Wald ratio",1,0.007,0.04,1.007,0.867,NA,NA,NA,0.014482261
"NUP50","Stem-cell-iPSC","ANX","Wald ratio",1,-0.01,0.064,0.99,0.87,NA,NA,NA,0.004866836
"S100A13","Stem-cell-iPSC","ANX","Wald ratio",1,-0.009,0.059,0.991,0.874,NA,NA,NA,0.013698998
"APIP","Stem-cell-iPSC","ANX","Wald ratio",1,-0.007,0.043,0.993,0.874,NA,NA,NA,0.017009997
"RAB33B","Stem-cell-iPSC","ANX","Wald ratio",1,-0.008,0.049,0.992,0.875,NA,NA,NA,0.014983634
"WWC2","Stem-cell-iPSC","ANX","Wald ratio",1,-0.01,0.066,0.99,0.876,NA,NA,NA,0.000962202
"ZNF696","Stem-cell-iPSC","ANX","Wald ratio",1,-0.023,0.158,0.977,0.882,NA,NA,NA,0.000484511
"KDR","Stem-cell-iPSC","ANX","Wald ratio",1,0.01,0.071,1.01,0.883,NA,NA,NA,0.001140191
"ATG16L1","Stem-cell-iPSC","ANX","Wald ratio",1,0.008,0.053,1.008,0.887,NA,NA,NA,0.010329184
"ADA","Stem-cell-iPSC","ANX","Wald ratio",1,-0.01,0.079,0.99,0.895,NA,NA,NA,0.015650242
"TBCEL","Stem-cell-iPSC","ANX","Wald ratio",1,0.01,0.077,1.01,0.898,NA,NA,NA,0.005517873
"LRWD1","Stem-cell-iPSC","ANX","Wald ratio",1,0.011,0.085,1.011,0.9,NA,NA,NA,0.011645352
"PFAS","Stem-cell-iPSC","ANX","Wald ratio",1,-0.013,0.102,0.988,0.902,NA,NA,NA,0.016001899
"CPNE1","Stem-cell-iPSC","ANX","Wald ratio",1,0.004,0.032,1.004,0.911,NA,NA,NA,0.023551771
"CECR5","Stem-cell-iPSC","ANX","Wald ratio",1,-0.007,0.059,0.993,0.912,NA,NA,NA,0.002801007
"PPIE","Stem-cell-iPSC","ANX","Wald ratio",1,0.007,0.068,1.007,0.913,NA,NA,NA,0.013861982
"TMEM87B","Stem-cell-iPSC","ANX","Wald ratio",1,0.009,0.084,1.009,0.917,NA,NA,NA,0.001157835
"CBS","Stem-cell-iPSC","ANX","Wald ratio",1,-0.005,0.047,0.995,0.917,NA,NA,NA,0.016791916
"CCDC51","Stem-cell-iPSC","ANX","Wald ratio",1,0.009,0.091,1.009,0.919,NA,NA,NA,0.000886129
"RPGRIP1L","Stem-cell-iPSC","ANX","Wald ratio",1,0.005,0.057,1.005,0.928,NA,NA,NA,0.000448695
"NUDT7","Stem-cell-iPSC","ANX","Wald ratio",1,0.004,0.045,1.004,0.93,NA,NA,NA,0.000295299
"COA1","Stem-cell-iPSC","ANX","Wald ratio",1,0.005,0.062,1.005,0.932,NA,NA,NA,0.013306401
"CCBL2","Stem-cell-iPSC","ANX","Wald ratio",1,-0.003,0.034,0.997,0.932,NA,NA,NA,0.01381795
"CAND1","Stem-cell-iPSC","ANX","Wald ratio",1,0.01,0.12,1.01,0.934,NA,NA,NA,0.009983882
"YTHDC2","Stem-cell-iPSC","ANX","Wald ratio",1,0.003,0.039,1.003,0.939,NA,NA,NA,0.014053652
"C14orf159","Stem-cell-iPSC","ANX","Wald ratio",1,0.002,0.031,1.002,0.946,NA,NA,NA,0.017168078
"TSFM","Stem-cell-iPSC","ANX","Wald ratio",1,0.002,0.037,1.002,0.949,NA,NA,NA,0.013843865
"IQGAP3","Stem-cell-iPSC","ANX","Wald ratio",1,0.002,0.038,1.002,0.95,NA,NA,NA,0.013683245
"RMDN1","Stem-cell-iPSC","ANX","Wald ratio",1,0.002,0.033,1.002,0.956,NA,NA,NA,0.015107733
"TRIOBP","Stem-cell-iPSC","ANX","Wald ratio",1,0.003,0.064,1.003,0.958,NA,NA,NA,0.013736992
"PPAP2C","Stem-cell-iPSC","ANX","Wald ratio",1,0.005,0.091,1.005,0.96,NA,NA,NA,0.001166511
"UGDH","Stem-cell-iPSC","ANX","Wald ratio",1,0.003,0.076,1.003,0.964,NA,NA,NA,0.013971854
"WRN","Stem-cell-iPSC","ANX","Wald ratio",1,0.002,0.045,1.002,0.966,NA,NA,NA,0.003992153
"FAH","Stem-cell-iPSC","ANX","Wald ratio",1,0.004,0.103,1.004,0.967,NA,NA,NA,0.005129017
"HBP1","Stem-cell-iPSC","ANX","Wald ratio",1,-0.002,0.047,0.998,0.97,NA,NA,NA,0.000738167
"MDH2","Stem-cell-iPSC","ANX","Wald ratio",1,-0.001,0.039,0.999,0.973,NA,NA,NA,0.015795071
"TBCD","Stem-cell-iPSC","ANX","Wald ratio",1,-0.003,0.081,0.997,0.973,NA,NA,NA,0.020554011
"APOBEC3B","Stem-cell-iPSC","ANX","Wald ratio",1,-0.002,0.076,0.998,0.976,NA,NA,NA,0.004504595
"CKAP4","Stem-cell-iPSC","ANX","Wald ratio",1,-0.003,0.098,0.997,0.978,NA,NA,NA,0.00109075
"GSTZ1","Stem-cell-iPSC","ANX","Wald ratio",1,-0.001,0.025,0.999,0.98,NA,NA,NA,0.013962281
"C4orf27","Stem-cell-iPSC","ANX","Wald ratio",1,-0.001,0.048,0.999,0.981,NA,NA,NA,0.020014617
"ATP1A3","Stem-cell-iPSC","ANX","Wald ratio",1,0.002,0.089,1.002,0.985,NA,NA,NA,0.001887656
"SUCLA2","Stem-cell-iPSC","ANX","Wald ratio",1,-0.001,0.05,0.999,0.986,NA,NA,NA,0.016236442
"SPATA20","Stem-cell-iPSC","ANX","Wald ratio",1,0.001,0.05,1.001,0.986,NA,NA,NA,0.024578714
"PTAR1","Stem-cell-iPSC","ANX","Wald ratio",1,0.002,0.092,1.002,0.987,NA,NA,NA,0.001497769
"ASL","Stem-cell-iPSC","ANX","Wald ratio",1,0.001,0.111,1.001,0.992,NA,NA,NA,0.016975024
"MLYCD","Stem-cell-iPSC","ANX","Wald ratio",1,-0.001,0.073,0.999,0.992,NA,NA,NA,0.001892856
"XPC","Stem-cell-iPSC","ANX","Wald ratio",1,0.001,0.068,1.001,0.993,NA,NA,NA,0.003122062
